artist_name,valence,energy,danceability,acousticness,tempo,artist_clean
Shankar;Ehsaan;Loy;Alisha Chinai;Shankar Mahadevan;Gulzar,0.68,0.898,0.484,0.365,0.459875,shankar;ehsaan;loy;alisha chinai;shankar mahadevan;gulzar
Shankar;Ehsaan;Loy;Shankar Mahadevan;Sowmya Raoh;Loy Mendonsa;Gulzar,0.394,0.916,0.691,0.029,0.6694450000000001,shankar;ehsaan;loy;shankar mahadevan;sowmya raoh;loy mendonsa;gulzar
Shankar;Ehsaan;Loy;Sonu Nigam;Mahalakshmi Iyer;Gulzar,0.259,0.743,0.715,0.339,0.58481,shankar;ehsaan;loy;sonu nigam;mahalakshmi iyer;gulzar
Shankar;Ehsaan;Loy;Sukhwinder Singh;Jaspinder Narula;Gulzar,0.392,0.906,0.796,0.223,0.6397849999999999,shankar;ehsaan;loy;sukhwinder singh;jaspinder narula;gulzar
Shankar;Ehsaan;Loy;Udit Narayan;Sunidhi Chauhan;Gulzar,0.562,0.807,0.76,0.304,0.569875,shankar;ehsaan;loy;udit narayan;sunidhi chauhan;gulzar
Shannon & Keast,0.203,0.139,0.526,0.879,0.50426,shannon & keast
Shannon & The Clams,0.6436351351351352,0.7267567567567568,0.40818918918918917,0.23877756756756757,0.6678818918918918,shannon & the clams
Shantanu Avinashi,0.4416666666666667,0.22766666666666668,0.37600000000000006,0.6753333333333332,0.48397833333333334,shantanu avinashi
Shanti People,0.678,0.9655,0.6555,0.048100000000000004,0.7700724999999999,shanti people
Shanti People;Blazy;Gottinari,0.134,0.886,0.635,0.104,0.7000749999999999,shanti people;blazy;gottinari
Shanti People;Droplex,0.146,0.641,0.468,0.0122,0.6898449999999999,shanti people;droplex
Shanti People;PsiloCybian,0.0394,0.884,0.496,0.000119,0.7351449999999999,shanti people;psilocybian
Shanti People;Somnia,0.242,0.993,0.528,0.00182,0.52501,shanti people;somnia
Shanti People;Synesthetic,0.056,0.889,0.563,0.0118,0.6899550000000001,shanti people;synesthetic
Shapeshifter,0.17700000000000002,0.8075,0.4496428571428571,0.008715707142857142,0.8586735714285715,shapeshifter
Shapeshifter;Ladi6,0.666,0.829,0.574,0.0352,0.87488,shapeshifter;ladi6
ShaqStar,0.161,0.471,0.562,0.463,0.596435,shaqstar
Sharaktah,0.795,0.739,0.708,0.0814,0.600355,sharaktah
Sharaktah;Edo Saiya,0.339,0.636,0.65,0.21,0.47466500000000006,sharaktah;edo saiya
Sharam Q,0.902,0.773,0.679,0.0244,0.6303949999999999,sharam q
Sharapov,0.8585,0.8745,0.778,0.013615,0.60755,sharapov
Sharapov;Alexandrjfk,0.37,0.839,0.72,0.0876,0.57488,sharapov;alexandrjfk
Sharapov;Last Midnight Train,0.328,0.662,0.81,0.0046,0.585005,sharapov;last midnight train
Sharapov;MsE,0.521,0.735,0.766,0.0521,0.610055,sharapov;mse
Sharapov;Patrick Hofmann,0.28785,0.7995,0.8045,0.022665,0.602525,sharapov;patrick hofmann
Sharapov;Sean David;Toly Braun,0.839,0.83,0.811,0.345,0.5848949999999999,sharapov;sean david;toly braun
Sharaya J,0.391,0.784,0.828,0.0611,0.658955,sharaya j
Sharif,0.442,0.5622,0.5802,0.28258,0.48187499999999994,sharif
Sharif;Gordo del Funk;Charles Ans,0.453,0.385,0.693,0.621,0.399945,sharif;gordo del funk;charles ans
Sharkbite,0.561,0.865,0.482,0.00134,0.446795,sharkbite
Sharon Kwan;Karencici,0.449,0.798,0.624,0.00294,0.600075,sharon kwan;karencici
Sharon Van Etten,0.275,0.648,0.6005,0.20420000000000002,0.5671649999999999,sharon van etten
Sharyn,0.35933333333333334,0.46866666666666673,0.7203333333333334,0.503,0.65483,sharyn
Sharyn;Triple O,0.263,0.565,0.666,0.0722,0.900355,sharyn;triple o
Shashk Tiwari,0.255,0.71,0.377,0.399,0.715395,shashk tiwari
Shashk Tiwari;Kiran Dhormare,0.144,0.642,0.67,0.305,0.46979,shashk tiwari;kiran dhormare
Shashk Tiwari;Sachin Kumar,0.271,0.543,0.568,0.434,0.405485,shashk tiwari;sachin kumar
Shashwat Singh,0.339,0.209,0.403,0.871,0.65428,shashwat singh
Shastro,0.2656,0.15382,0.26280000000000003,0.8448,0.45509900000000003,shastro
Shatta Wale,0.7144999999999999,0.5855,0.718,0.5645,0.5785825,shatta wale
Shaun Escoffery,0.567,0.822,0.682,0.00346,0.54011,shaun escoffery
Shaver;Billy Joe Shaver,0.6397142857142857,0.6668571428571429,0.5812857142857143,0.2134918285714286,0.5990599999999999,shaver;billy joe shaver
Shavi,0.418,0.762,0.718,0.36,0.55033,shavi
Shavi;Sumix,0.541,0.661,0.74,0.288,0.51026,shavi;sumix
Shawn Mendes,0.7239047619047619,0.7557142857142857,0.644095238095238,0.16576666666666667,0.5930433333333334,shawn mendes
Shawn Mendes;Camila Cabello,0.7497142857142858,0.5422857142857144,0.759,0.03762857142857142,0.5847635714285715,shawn mendes;camila cabello
Shawn Mendes;Justin Bieber,0.549,0.383,0.652,0.0676,0.728825,shawn mendes;justin bieber
Shawn Mendes;Tainy,0.494,0.808,0.776,0.0297,0.61994,shawn mendes;tainy
Shawn Yue,0.257,0.51,0.554,0.3325,0.6951225000000001,shawn yue
She Past Away,0.5696666666666667,0.8463333333333334,0.5946666666666667,0.033458666666666664,0.7267708333333333,she past away
She/Her/hers,0.549,0.835,0.566,0.0167,0.475045,she/her/hers
Sheba Potts-Wright,0.908,0.525,0.762,0.07440000000000001,0.7998799999999999,sheba potts-wright
Sheezay,0.3215,0.6935,0.41800000000000004,0.0162,0.36350250000000006,sheezay
Sheff G,0.616,0.458,0.85,0.476,0.7198650000000001,sheff g
Sheff G;Sleepy Hallow,0.626,0.533,0.801,0.707,0.609795,sheff g;sleepy hallow
Sheila E.,0.737,0.769,0.401,4.48e-05,0.27725,sheila e.
Shekhar Ravjiani;Caralisa Monteiro,0.774,0.526,0.7,0.0981,0.460075,shekhar ravjiani;caralisa monteiro
Shekhar Ravjiani;Shilpa Rao;Aakanksha Sharma;Ajay Gogavale;Amit Trivedi;Arijit Singh;Arko;Arnab Dutta;Ash King;Dev Negi;Farhan Saeed;Harshdeep Kaur;Neha Kakkar;Palak Muchhal;Shreya Ghoshal;Sunidhi Chauhan;Tony Kakkar;Yasser Desai;Ajay-Atul;Amjad Nadeem;Chirantan Bhat;Harish Sagane;JAM8;Pritam;Rochak Kohli;Shivam;Vishal-Shekhar;Dj Raahul Pai;Atif Aslam;Jyotica Tangri,0.393,0.673,0.711,0.25,0.54996,shekhar ravjiani;shilpa rao;aakanksha sharma;ajay gogavale;amit trivedi;arijit singh;arko;arnab dutta;ash king;dev negi;farhan saeed;harshdeep kaur;neha kakkar;palak muchhal;shreya ghoshal;sunidhi chauhan;tony kakkar;yasser desai;ajay-atul;amjad nadeem;chirantan bhat;harish sagane;jam8;pritam;rochak kohli;shivam;vishal-shekhar;dj raahul pai;atif aslam;jyotica tangri
Sheku Kanneh-Mason;CBSO Cellos,0.037,0.145,0.194,0.967,0.40149999999999997,sheku kanneh-mason;cbso cellos
Shemdon,0.585,0.822,0.669,0.787,0.43898499999999996,shemdon
Shemhamforash,0.106,0.983,0.265,5.64e-06,0.600435,shemhamforash
Shenseea,0.71,0.752,0.6762,0.30466000000000004,0.6493,shenseea
Shenseea;Dunw3ll,0.846,0.701,0.861,0.445,0.619975,shenseea;dunw3ll
Shenseea;Megan Thee Stallion,0.597,0.481,0.643,0.121,0.42661499999999997,shenseea;megan thee stallion
Shenseea;Rvssian,0.22,0.613,0.734,0.0049,0.500485,shenseea;rvssian
Shenseea;Tarrus Riley;Rvssian,0.208,0.682,0.521,0.162,0.88913,shenseea;tarrus riley;rvssian
Shenseea;Tyga,0.364,0.735,0.858,0.0344,0.540095,shenseea;tyga
Sheppard,0.43733333333333335,0.7323333333333334,0.6346666666666666,0.38033333333333336,0.6067066666666666,sheppard
Sherie Rene Scott;Lindsay Mendez;Betsy Wolfe,0.716,0.546,0.676,0.795,0.44939999999999997,sherie rene scott;lindsay mendez;betsy wolfe
Sherie Rene Scott;Norbert Leo Butz,0.323,0.46,0.397,0.817,0.430815,sherie rene scott;norbert leo butz
Sheriff Callie;Peck;Toby,0.813,0.874,0.527,0.671,0.746915,sheriff callie;peck;toby
Sheryl Crow,0.48500000000000004,0.615,0.5487777777777778,0.22257333333333332,0.6520494444444443,sheryl crow
Shi Shi,0.2975,0.6015,0.351,0.25975,0.63205,shi shi
Shi Shi;KIRE,0.445,0.679,0.625,0.37,0.48494,shi shi;kire
Shiba San;Black V Neck;Nautik,0.276,0.931,0.787,0.00285,0.6299600000000001,shiba san;black v neck;nautik
Shiba San;Millad,0.0773,0.902,0.809,0.00102,0.6349049999999999,shiba san;millad
Shiba San;Tchami,0.624,0.783,0.833,0.0151,0.63501,shiba san;tchami
Shibb,0.0394,0.0409,0.192,0.994,0.34535499999999997,shibb
Shierro,0.108,0.526,0.613,0.669,0.7704099999999999,shierro
Shift K3Y,0.6715,0.8195,0.6719999999999999,0.0266,0.62002,shift k3y
Shift K3Y;Tinashe,0.715,0.897,0.726,0.0257,0.60247,shift k3y;tinashe
Shift K3Y;Tinashe;A-Star,0.743,0.752,0.859,0.00692,0.60248,shift k3y;tinashe;a-star
Shiga Lin,0.359,0.346,0.482,0.5365,0.6756325000000001,shiga lin
Shikao Suga,0.863,0.658,0.673,0.176,0.489945,shikao suga
Shiki-TMNS;Hentai Dude,0.61,0.782,0.749,0.192,0.41752,shiki-tmns;hentai dude
Shiki-TMNS;Kodama Boy;Big Gay,0.528,0.5515,0.6895,0.485,0.5756975,shiki-tmns;kodama boy;big gay
Shiloh Dynasty,0.171,0.24,0.78,0.373,0.7025100000000001,shiloh dynasty
Shiloh Dynasty;Shiloh Beat,0.21427999999999997,0.28359999999999996,0.6224000000000001,0.8470000000000001,0.5237130000000001,shiloh dynasty;shiloh beat
Shiloh Dynasty;Stay Might,0.605,0.706,0.805,0.883,0.7563249999999999,shiloh dynasty;stay might
Shiloh Dynasty;Timmies,0.4116666666666666,0.20566666666666666,0.699,0.6646666666666666,0.49937000000000004,shiloh dynasty;timmies
Shiloh Dynasty;Unclenathannn,0.427,0.242425,0.5845,0.6065,0.64866625,shiloh dynasty;unclenathannn
Shiloh Dynasty;Vluestar,0.267,0.336,0.534,0.802,0.6905800000000001,shiloh dynasty;vluestar
Shimon,0.675,0.997,0.589,0.000513,0.864855,shimon
Shimon;Andy C,0.8220000000000001,0.8795,0.6819999999999999,0.001197,0.852565,shimon;andy c
Shimon;Benny L,0.415,0.966,0.563,0.000601,0.43754,shimon;benny l
Shimon;Darrison,0.155,0.977,0.489,0.0386,0.580055,shimon;darrison
Shimon;Trimer,0.0711,0.94,0.639,0.00494,0.8750199999999999,shimon;trimer
Shin Fujishima;Tokyo Philharmonic Chorus;Natural Notes,0.149,0.331,0.188,0.955,0.385,shin fujishima;tokyo philharmonic chorus;natural notes
ShinE,0.532,0.544,0.883,0.804,0.5297,shine
Shine,0.417,0.491,0.548,0.596,0.41035499999999997,shine
Shinedown,0.267625,0.8783269230769231,0.42788461538461536,0.022001184615384615,0.706874423076923,shinedown
Shinsei Kamattechan,0.537875,0.872375,0.41375,0.01234,0.775308125,shinsei kamattechan
Shinya Miura,0.347,0.247,0.447,0.661,0.646685,shinya miura
Shiritsu Ebisu Chugaku,0.5645095238095238,0.8906666666666667,0.5477619047619048,0.03997521428571429,0.7188330357142857,shiritsu ebisu chugaku
Shiritsu Ebisu Chugaku;bird,0.555,0.832,0.682,0.00281,0.61,shiritsu ebisu chugaku;bird
Shirley Carvalhaes,0.2880833333333333,0.6002500000000001,0.48666666666666664,0.3854583333333333,0.6517504166666667,shirley carvalhaes
Shirley Clamp,0.488,0.891,0.607,0.063,0.65259,shirley clamp
Shirley Kwan,0.33449999999999996,0.462,0.6018,0.5248,0.574222,shirley kwan
Shiro Sagisu,0.661,0.63,0.669,0.000311,0.6900400000000001,shiro sagisu
Shit Present,0.395,0.966,0.32,0.00188,0.844435,shit present
ShitKid,0.327,0.918,0.516,0.000405665,0.8255525,shitkid
Shiv-R,0.486,0.882,0.56,8.855e-05,0.67997,shiv-r
Shivansh Jindal;Salim–Sulaiman,0.274,0.79,0.613,0.0147,0.629705,shivansh jindal;salim–sulaiman
Shivered,0.4184285714285715,0.8902857142857143,0.5111428571428572,8.454e-05,0.7185178571428572,shivered
Shivkumar Sharma,0.413,0.292,0.528,0.835,0.6796,shivkumar sharma
Shizuka Kudo,0.364,0.4255,0.595,0.6950000000000001,0.6575925,shizuka kudo
Shlømo,0.0999,0.96,0.595,0.00133,0.720115,shlømo
Shobha Gurtu,0.527,0.575,0.407,0.827,0.67915,shobha gurtu
ShockOne,0.13799999999999998,0.9744999999999999,0.47350000000000003,0.00053555,0.81256,shockone
ShockOne;Blanke,0.559,0.964,0.518,0.000436,0.875175,shockone;blanke
ShockOne;Lee Mvtthews,0.337,0.681,0.555,0.00829,0.859135,shockone;lee mvtthews
ShockOne;Lee Mvtthews;T & Sugah,0.213,0.861,0.522,0.0436,0.86979,shockone;lee mvtthews;t & sugah
Shocking Blue,0.957,0.762,0.691,0.462,0.640555,shocking blue
Shockline;Haley Maze,0.171,0.465,0.508,0.154,0.65049,shockline;haley maze
Shockwave,0.288,0.858,0.37,0.000182,0.37712,shockwave
Shoffy,0.655,0.449,0.803,0.443,0.450385,shoffy
Shoffy;Sarcastic Sounds,0.312,0.402,0.713,0.409,0.409875,shoffy;sarcastic sounds
Shogo Hamada,0.4438666666666667,0.6178666666666667,0.5507333333333334,0.27479266666666663,0.545442,shogo hamada
Shogun,0.17,0.938,0.616,0.3,0.66026,shogun
Shogun;Neo Tokyo,0.536,0.942,0.443,0.000472,0.66027,shogun;neo tokyo
Shoko Nakagawa,0.543,0.949,0.382,0.000375,0.87066,shoko nakagawa
Shola Ama,0.764,0.677,0.7275,0.09715,0.45033750000000006,shola ama
Shonan No Kaze,0.5056666666666666,0.8863333333333333,0.5663333333333332,0.18119666666666667,0.6250333333333333,shonan no kaze
Shoshana Bean,0.4084,0.41479999999999995,0.4422,0.4806,0.572325,shoshana bean
Shoshana Bean;Scott Hoying,0.2,0.211,0.305,0.87,0.5209199999999999,shoshana bean;scott hoying
Shota Shimizu,0.585,0.666,0.588,0.234,0.48997,shota shimizu
Shouse,0.448,0.681,0.727,0.00214,0.61514,shouse
Shouse;David Guetta,0.0348,0.989,0.621,0.015,0.63001,shouse;david guetta
Shout Praises Kids,0.943,0.903,0.486,0.0414,1.0,shout praises kids
Show Dem Camp;Tems,0.535,0.658,0.861,0.0218,0.500015,show dem camp;tems
Show Of Hands,0.29,0.613,0.323,0.204,0.7376999999999999,show of hands
Showtek,0.27354545454545454,0.8723636363636363,0.6237272727272727,0.021786636363636366,0.7081672727272728,showtek
Showtek;Brooks;Natalie Major,0.359,0.849,0.467,0.0771,0.9187949999999999,showtek;brooks;natalie major
Showtek;Justin Prime;Matthew Koma,0.709,0.937,0.647,0.0212,0.639905,showtek;justin prime;matthew koma
Showtek;Lockdown,0.21,0.92,0.685,0.0247,0.6399900000000001,showtek;lockdown
Showtek;Mc DV8,0.508,0.913,0.578,0.0023,0.735255,showtek;mc dv8
Showtek;Noisecontrollers,0.188,0.88,0.575,0.00139,0.7501300000000001,showtek;noisecontrollers
Showtek;Sevenn,0.47,0.791,0.851,0.109,0.64996,showtek;sevenn
Showtek;Sultan + Shepard,0.747,0.803,0.72,0.307,0.6204,showtek;sultan + shepard
Showtek;Technoboy;Tuneboy,0.403,0.873,0.563,0.0449,0.749875,showtek;technoboy;tuneboy
Showtek;VÉRITÉ,0.23,0.743,0.652,0.084,0.60493,showtek;vérité
Showtek;We Are Loud;Sonny Wilson,0.3605,0.9339999999999999,0.6625,0.0267,0.6400125,showtek;we are loud;sonny wilson
Showtek;Zushi,0.045,0.837,0.39,0.00644,0.730435,showtek;zushi
Shozzy,0.404,0.747,0.713,0.239,0.505285,shozzy
Shpongle,0.26,0.702,0.5085,0.1057,0.5221225,shpongle
Shpongle;Astrix,0.034,0.54,0.665,0.0541,0.550025,shpongle;astrix
Shpongle;The Lost Secret Door;Astrix;Loud,0.0386,0.766,0.454,0.0194,0.70004,shpongle;the lost secret door;astrix;loud
Shredder 1984,0.31545,0.8305,0.489,0.03844,0.6254625,shredder 1984
Shrey Singhal,0.547,0.835,0.625,0.211,0.91913,shrey singhal
Shreya Ghoshal,0.2794,0.5599999999999999,0.437,0.6166,0.604017,shreya ghoshal
Shreya Ghoshal;Ajay,0.574,0.733,0.548,0.574,0.43479999999999996,shreya ghoshal;ajay
Shreya Ghoshal;Arijit Singh,0.572,0.671,0.676,0.568,0.40523000000000003,shreya ghoshal;arijit singh
Shreya Ghoshal;Chiranjeevi;Salman Khan,0.85,0.938,0.791,0.245,0.66019,shreya ghoshal;chiranjeevi;salman khan
Shreya Ghoshal;Osman Mir,0.686,0.921,0.743,0.289,0.5665,shreya ghoshal;osman mir
Shreya Ghoshal;Osman Mir;Souumil Shringarpure;Siddharth Mahadevan,0.89,0.857,0.627,0.0767,0.674645,shreya ghoshal;osman mir;souumil shringarpure;siddharth mahadevan
Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,0.434,0.786,0.546,0.349,0.49899,shreya ghoshal;palakad sreeram;mahesh vinayakram
Shreya Ghoshal;Rochak Kohli,0.291,0.378,0.434,0.766,0.46491,shreya ghoshal;rochak kohli
Shreya Ghoshal;Vishal Mishra,0.0942,0.682,0.39,0.38,0.750125,shreya ghoshal;vishal mishra
Shreya Jayadeep,0.5306666666666667,0.38166666666666665,0.6433333333333333,0.7166666666666667,0.5645000000000001,shreya jayadeep
Shrimp,0.308,0.596,0.564,0.798,0.6750700000000001,shrimp
Shuba Music,0.311,0.915,0.507,0.0396,0.75012,shuba music
Shubh,0.56375,0.4675,0.80425,0.19044999999999998,0.59382125,shubh
Shubh;Ikky,0.674,0.702,0.711,0.00487,0.901095,shubh;ikky
Shubham Kabra,0.29600000000000004,0.385,0.47450000000000003,0.6905,0.52542,shubham kabra
Shuta Sueyoshi,0.6336666666666667,0.8433333333333334,0.6276666666666667,0.08173000000000001,0.7583283333333334,shuta sueyoshi
ShuuKaRen,0.474,0.8160000000000001,0.517,0.14848999999999998,0.6712075,shuukaren
Si Cranstoun,0.965,0.784,0.714,0.501,0.7850449999999999,si cranstoun
SiM,0.6291333333333333,0.9144666666666666,0.5020666666666667,0.0013260133333333334,0.629479,sim
Sia,0.39683333333333337,0.63225,0.6129166666666667,0.27900833333333336,0.6034229166666667,sia
Sia;David Guetta,0.277,0.844,0.575,0.00172,0.52457,sia;david guetta
Sia;Diplo;Labrinth;LSD,0.561,0.615,0.603,0.0799,0.793285,sia;diplo;labrinth;lsd
Sia;Initial Talk,0.675,0.742,0.56,0.0549,0.529875,sia;initial talk
Sia;Sean Paul,0.728,0.8,0.592,0.0561,0.44986,sia;sean paul
Sian,0.192,0.895,0.795,0.000168,0.60005,sian
Siavash Amini,0.07706153846153846,0.4339230769230769,0.20803846153846153,0.36916761538461534,0.5088161538461539,siavash amini
Siavash Amini;Eugene Thacker,0.030428571428571426,0.23457142857142857,0.11121428571428571,0.05249142857142857,0.4692192857142857,siavash amini;eugene thacker
Siavash Amini;Hessam Ohadi;Nima Pourkarimi,0.16705,0.78025,0.47874999999999995,0.16363375,0.71387125,siavash amini;hessam ohadi;nima pourkarimi
Siavash Amini;Matt Finney,0.032,0.135,0.0743,0.018,0.37286,siavash amini;matt finney
Siavash Amini;Saåad,0.0477,0.27,0.1385,0.36436999999999997,0.37318,siavash amini;saåad
Sibel Can,0.453,0.722,0.382,0.229,0.84025,sibel can
Sick Individuals,0.47050000000000003,0.925,0.5740000000000001,0.031835,0.6402025,sick individuals
Sick Individuals;Dastic,0.544,0.86,0.585,0.0802,0.62951,sick individuals;dastic
Sick Individuals;Ekko,0.409,0.921,0.642,0.0228,0.64,sick individuals;ekko
Sick Individuals;Nevve,0.183,0.888,0.514,0.0374,0.6391,sick individuals;nevve
Sick Of It All,0.557,0.986,0.533,2.32e-05,0.483945,sick of it all
Sick Puppies,0.4278571428571429,0.8225714285714286,0.44485714285714284,0.0069125571428571425,0.6175342857142858,sick puppies
Sick Thoughts,0.508,0.977,0.255,1.65e-05,0.541675,sick thoughts
Sickbrain,0.3775,0.6972499999999999,0.7115,0.3185,0.50691375,sickbrain
Sickflip,0.151,0.648,0.683,0.0227,0.901165,sickflip
Sickflip;Mismatched,0.19299999999999998,0.482,0.573,0.83,0.7750100000000001,sickflip;mismatched
Sickflip;Mismatched;Raitila Rajasthan,0.53,0.518,0.367,0.814,0.4911999999999999,sickflip;mismatched;raitila rajasthan
Sickflip;Ritviz;Seedhe Maut,0.3,0.576,0.566,0.629,0.500325,sickflip;ritviz;seedhe maut
Sid;Pedro Senna;Ugo Ludovico,0.297,0.711,0.569,0.345,0.6211800000000001,sid;pedro senna;ugo ludovico
Siddhant Bhosle;Sukriti Kakar,0.541,0.397,0.812,0.471,0.489745,siddhant bhosle;sukriti kakar
Siddharth Slathia,0.548,0.369,0.48,0.835,0.798435,siddharth slathia
Siddhi Ture,0.946,0.902,0.737,0.464,0.648405,siddhi ture
Siddhu Kumar;Vineeth Sreenivasan;K. Sivaangi,0.706,0.6,0.573,0.586,0.74991,siddhu kumar;vineeth sreenivasan;k. sivaangi
Siddiq Ansari;Marcus. M,0.773,0.69,0.869,0.547,0.65012,siddiq ansari;marcus. m
Sidecars,0.525,0.904,0.416,0.0464,0.769575,sidecars
Sideline,0.703,0.7226666666666667,0.584,0.4746666666666666,0.688465,sideline
Sidezz,0.341,0.208,0.742,0.571,0.409945,sidezz
Sidhu Moose Wala,0.6014130434782609,0.7144999999999999,0.6695434782608696,0.18424347826086954,0.5882405434782608,sidhu moose wala
Sidhu Moose Wala;AR Paisley,0.548,0.543,0.824,0.101,0.62009,sidhu moose wala;ar paisley
Sidhu Moose Wala;Afsana Khan,0.7505,0.737,0.722,0.10385,0.66025,sidhu moose wala;afsana khan
Sidhu Moose Wala;Blockboi Twitch,0.843,0.761,0.658,0.0531,0.827715,sidhu moose wala;blockboi twitch
Sidhu Moose Wala;Bohemia,0.694,0.748,0.73,0.0936,0.7793049999999999,sidhu moose wala;bohemia
Sidhu Moose Wala;Byg Bird,0.135,0.672,0.727,0.181,0.47003,sidhu moose wala;byg bird
Sidhu Moose Wala;Byg Byrd,0.694,0.829,0.612,0.0606,0.474805,sidhu moose wala;byg byrd
Sidhu Moose Wala;DIVINE,0.654,0.829,0.709,0.0698,0.68977,sidhu moose wala;divine
Sidhu Moose Wala;Intense,0.544,0.607,0.701,0.04,0.458735,sidhu moose wala;intense
Sidhu Moose Wala;Morrisson,0.535,0.779,0.771,0.251,0.47481,sidhu moose wala;morrisson
Sidhu Moose Wala;Mr. Capone-E,0.348,0.667,0.552,0.0381,0.874445,sidhu moose wala;mr. capone-e
Sidhu Moose Wala;Raja Kumari,0.598,0.601,0.524,0.663,0.36024,sidhu moose wala;raja kumari
Sidhu Moose Wala;Shooter Kahlon,0.748,0.8,0.683,0.431,0.86012,sidhu moose wala;shooter kahlon
Sidhu Moose Wala;Sikander Kahlon,0.837,0.836,0.657,0.376,0.44006999999999996,sidhu moose wala;sikander kahlon
Sidhu Moose Wala;Sonam Bajwa,0.8275,0.8195,0.8,0.184,0.45005249999999997,sidhu moose wala;sonam bajwa
Sidhu Moose Wala;Stefflon Don,0.307,0.672,0.774,0.276,0.53978,sidhu moose wala;stefflon don
Sidhu Moose Wala;Sunny Malton,0.662375,0.7655,0.77,0.15182874999999998,0.5153481249999999,sidhu moose wala;sunny malton
Sidhu Moose Wala;Sunny Malton;The Kidd,0.577,0.728,0.592,0.00148,0.56585,sidhu moose wala;sunny malton;the kidd
Sidhu Moose Wala;The Kidd,0.508,0.768,0.537,0.139,0.8599850000000001,sidhu moose wala;the kidd
Sidhu Moose Wala;The PropheC,0.327,0.716,0.589,0.354,0.42192,sidhu moose wala;the prophec
Sidhu Moose Wala;Tion Wayne,0.592,0.72,0.714,0.102,0.719385,sidhu moose wala;tion wayne
Sidiki Diabaté,0.7015,0.6950000000000001,0.787,0.292,0.5250575,sidiki diabaté
Sidney Charles;DJ Sneak,0.52,0.914,0.805,4.98e-06,0.624895,sidney charles;dj sneak
Sido;K.I.Z,0.908,0.771,0.911,0.0092,0.529955,sido;k.i.z
Sidonie,0.634,0.756,0.479,0.00025,0.7292400000000001,sidonie
Sidonie;Joan Manuel Serrat;Leiva;Vetusta Morla;Ivan Ferreiro;Loquillo;Zahara;Dani Martín;Albert Pla;Mikel (Izal);Noni (Lori Meyers);Santi Balmes;Xoel López;Anni B Sweet;Jeanette;Carlos Sadness;Nina (Morgan);Juan Alberto (Niños Mutantes);Miri Ros;Javiera Mena;Jorge Martí (La Habitación Roja);Rafa Val (Viva Suecia);Marc (Dorian);Alondra Bentley;Abraham Boba;Carlangas (Novedades Carminha);La Bien Querida;Martí Perarnau IV (Mucho);Nita (Fuel Fandango);Shuarma (Elefantes),0.431,0.883,0.639,0.0843,0.70004,sidonie;joan manuel serrat;leiva;vetusta morla;ivan ferreiro;loquillo;zahara;dani martín;albert pla;mikel (izal);noni (lori meyers);santi balmes;xoel lópez;anni b sweet;jeanette;carlos sadness;nina (morgan);juan alberto (niños mutantes);miri ros;javiera mena;jorge martí (la habitación roja);rafa val (viva suecia);marc (dorian);alondra bentley;abraham boba;carlangas (novedades carminha);la bien querida;martí perarnau iv (mucho);nita (fuel fandango);shuarma (elefantes)
Siebenbürgen,0.13,0.882,0.248,0.000317,0.73089,siebenbürgen
Sielunvihollinen,0.278,0.995,0.338,0.00025080999999999997,0.7500100000000001,sielunvihollinen
Siempre Asi,0.726,0.63,0.628,0.75,0.48100000000000004,siempre asi
Siempre Me Dejas,0.271,0.678,0.542,0.00435,0.5836,siempre me dejas
Sierra Hull,0.4595,0.3295,0.5295,0.844,0.58255,sierra hull
Siesta Beats,0.549,0.33799999999999997,0.707,0.4386,0.42501500000000003,siesta beats
Sigala,0.525,0.91,0.63,0.0231,0.615085,sigala
Sigala;James Arthur,0.483,0.786,0.676,0.197,0.629915,sigala;james arthur
Sigala;Rita Ora,0.696,0.886,0.733,0.0481,0.630155,sigala;rita ora
Sigala;Talia Mar,0.415,0.936,0.636,0.177,0.62017,sigala;talia mar
Sigala;The Vamps,0.717,0.841,0.682,0.0308,0.45075000000000004,sigala;the vamps
Sigh,0.255,0.849,0.22,0.00139,0.43005499999999997,sigh
Sight of Emptiness,0.0789,0.982,0.497,2.19e-05,0.52477,sight of emptiness
Sighter,0.107,0.774,0.494,0.000199,0.699945,sighter
Sigma,0.27849999999999997,0.9435,0.41200000000000003,0.00028275,0.8750025,sigma
Sigma;Angie Brown;T-Phonic,0.793,0.749,0.57,0.00184,0.874955,sigma;angie brown;t-phonic
Sigma;Birdy,0.19999999999999998,0.835,0.5243333333333333,0.043166666666666666,0.7413366666666666,sigma;birdy
Sigma;Kelly Kiara,0.755,0.869,0.785,0.174,0.58001,sigma;kelly kiara
Sigma;Kelly Kiara;ZieZie,0.655,0.8649999999999999,0.766,0.0867,0.5800350000000001,sigma;kelly kiara;ziezie
Sigma;Kovic,0.66,0.9,0.583,0.0857,0.603285,sigma;kovic
Sigma;Labrinth,0.504,0.855,0.39249999999999996,0.0482,0.4251625,sigma;labrinth
Sigma;Louis III,0.6205,0.871,0.7175,0.0162,0.600125,sigma;louis iii
Sigma;Louisa Johnson,0.59,0.837,0.53,0.1355,0.7642074999999999,sigma;louisa johnson
Sigma;Macky Gee;Mollie Collins,0.438,0.971,0.775,0.0648,0.43748,sigma;macky gee;mollie collins
Sigma;Paloma Faith,0.3525,0.815,0.4845,0.0997,0.85545,sigma;paloma faith
